user_id,cant_minutos_llamada,cant_mensajes,cant_llamadas,first_name,last_name,age,city,reg_date,plan,churn_date,grupo_uso,grupo_edad
12877,61.800000000000004,7,9,Carlos,Ramirez,53.0,Medellín,2024-02-27 18:36:59.954988752,Basico,"1,72601E+18",Medio uso,Adulto
12878,15.9,2,5,Ana,Lopez,78.0,MTY,2024-02-28 01:11:17.869467368,Basico,,Medio uso,Adulto Mayor
12879,20.16,7,7,Mariana,Torres,34.0,Medellín,2024-02-28 07:45:35.783945992,Premium,,Medio uso,Adulto
12880,16.65,9,4,Mariana,Gomez,66.0,GDL,2024-02-28 14:19:53.698424608,Basico,"1,72031E+18",Medio uso,Adulto Mayor
12881,45.07,7,5,Ana,Torres,29.0,Cali,2024-02-28 20:54:11.612903232,Basico,,Medio uso,Joven
12882,8.71,7,2,Luis,Lopez,77.0,CDMX,2024-02-29 03:28:29.527381848,Basico,,Medio uso,Adulto Mayor
12883,15.41,6,3,Mateo,Torres,37.0,GDL,2024-02-29 10:02:47.441860472,Premium,,Medio uso,Adulto
12884,24.65,6,8,Ana,Gomez,67.0,Bogotá,2024-02-29 16:37:05.356339088,Premium,,Medio uso,Adulto Mayor
12885,25.240000000000002,5,8,Carlos,Garcia,20.0,CDMX,2024-02-29 23:11:23.270817712,Basico,,Medio uso,Joven
12886,15.049999999999999,6,3,Sofia,Lopez,60.0,GDL,2024-03-01 05:45:41.185296328,Basico,,Medio uso,Adulto Mayor
12887,9.4,6,4,Sofia,Torres,74.0,,2024-03-01 12:19:59.099774944,Premium,,Medio uso,Adulto Mayor
12888,29.89,4,2,Mariana,Lopez,67.0,,2024-03-01 18:54:17.014253568,Basico,"1,73249E+18",Bajo uso,Adulto Mayor
12889,7.57,3,3,Sofia,Garcia,21.0,Medellín,2024-03-02 01:28:34.928732184,Basico,,Bajo uso,Joven
12890,18.259999999999998,10,3,Mateo,Torres,34.0,GDL,2024-03-02 08:02:52.843210808,Basico,,Alto uso,Adulto
12891,22.520000000000003,3,4,Luis,Torres,67.0,GDL,2024-03-02 14:37:10.757689424,Premium,,Bajo uso,Adulto Mayor
12892,30.57,2,6,Carlos,Lopez,54.0,Medellín,2024-03-02 21:11:28.672168048,Basico,,Medio uso,Adulto
12893,5.0,7,2,Mateo,Lopez,63.0,CDMX,2024-03-03 03:45:46.586646664,Basico,,Medio uso,Adulto Mayor
12894,8.57,5,4,Carlos,Gomez,59.0,,2024-03-03 10:20:04.501125288,Premium,"1,73189E+18",Medio uso,Adulto
12895,3.1100000000000003,6,2,Carlos,Garcia,32.0,GDL,2024-03-03 16:54:22.415603904,Basico,,Medio uso,Adulto
12896,40.129999999999995,4,8,Luis,Gomez,50.0,,2024-03-03 23:28:40.330082528,Basico,,Medio uso,Adulto
12897,9.92,5,3,Mariana,Torres,33.0,Bogotá,2024-03-04 06:02:58.244561144,Basico,,Medio uso,Adulto
12898,40.24,6,4,Sofia,Lopez,28.0,Cali,2024-03-04 12:37:16.159039760,Premium,,Medio uso,Joven
12899,38.1,9,9,Luis,Torres,72.0,CDMX,2024-03-04 19:11:34.073518384,Basico,,Medio uso,Adulto Mayor
12900,23.79,6,7,Mateo,Torres,37.0,,2024-03-05 01:45:51.987997000,Premium,,Medio uso,Adulto
12901,18.62,7,3,Mariana,Ramirez,55.0,GDL,2024-03-05 08:20:09.902475624,Premium,"1,72109E+18",Medio uso,Adulto
12902,16.77,6,4,Mateo,Ramirez,41.0,Medellín,2024-03-05 14:54:27.816954240,Premium,,Medio uso,Adulto
12903,22.45,4,5,Mariana,Torres,78.0,Cali,2024-03-05 21:28:45.731432864,Premium,,Medio uso,Adulto Mayor
12904,21.69,2,3,Mateo,Lopez,71.0,CDMX,2024-03-06 04:03:03.645911480,Premium,,Bajo uso,Adulto Mayor
12905,10.559999999999999,6,3,Luis,Torres,33.0,Bogotá,2024-03-06 10:37:21.560390104,Premium,"1,72014E+18",Medio uso,Adulto
12906,21.189999999999998,4,6,Mariana,Ramirez,47.0,Bogotá,2024-03-06 17:11:39.474868720,Premium,,Medio uso,Adulto
12907,24.990000000000002,4,8,Mariana,Lopez,51.0,MTY,2024-03-06 23:45:57.389347344,Premium,,Medio uso,Adulto
12908,15.59,8,5,Carlos,Torres,18.0,Bogotá,2024-03-07 06:20:15.303825960,Basico,,Medio uso,Joven
12909,22.689999999999998,3,3,Carlos,Garcia,41.0,MTY,2024-03-07 12:54:33.218304584,Basico,"1,72817E+18",Bajo uso,Adulto
12910,28.119999999999997,5,6,Ana,Garcia,41.0,MTY,2024-03-07 19:28:51.132783200,Basico,,Medio uso,Adulto
12911,52.96000000000001,4,6,Mateo,Torres,26.0,Medellín,2024-03-08 02:03:09.047261816,Basico,,Medio uso,Joven
12912,24.32,5,7,Carlos,Lopez,39.0,Medellín,2024-03-08 08:37:26.961740440,Premium,,Medio uso,Adulto
12913,17.34,4,2,Ana,Torres,29.0,GDL,2024-03-08 15:11:44.876219056,Premium,,Bajo uso,Joven
12914,9.73,2,3,Carlos,Torres,34.0,,2024-03-08 21:46:02.790697680,Basico,,Bajo uso,Adulto
12915,16.689999999999998,4,3,Mateo,Ramirez,79.0,,2024-03-09 04:20:20.705176296,Basico,,Bajo uso,Adulto Mayor
12916,27.680000000000003,4,5,Mariana,Garcia,42.0,Bogotá,2024-03-09 10:54:38.619654920,Basico,,Medio uso,Adulto
12917,6.07,9,3,Sofia,Ramirez,45.0,Bogotá,2024-03-09 17:28:56.534133536,Basico,,Medio uso,Adulto
12918,7.7,4,2,Mateo,Ramirez,78.0,MTY,2024-03-10 00:03:14.448612160,Premium,"1,73215E+18",Bajo uso,Adulto Mayor
12919,46.39,2,7,Luis,Torres,32.0,Medellín,2024-03-10 06:37:32.363090776,Basico,,Medio uso,Adulto
12920,20.919999999999998,6,4,Carlos,Ramirez,47.0,Medellín,2024-03-10 13:11:50.277569400,Basico,"1,72092E+18",Medio uso,Adulto
12921,66.52,3,8,Carlos,Garcia,68.0,GDL,2024-03-10 19:46:08.192048016,Basico,,Medio uso,Adulto Mayor
12922,15.639999999999999,4,5,Mariana,Ramirez,44.0,Medellín,2024-03-11 02:20:26.106526632,Basico,,Medio uso,Adulto
12923,42.71,6,5,Luis,Garcia,39.0,GDL,2024-03-11 08:54:44.021005256,Premium,"1,73033E+18",Medio uso,Adulto
12924,21.94,4,3,Mariana,Ramirez,27.0,CDMX,2024-03-11 15:29:01.935483872,Basico,,Bajo uso,Joven
12925,24.0,3,5,Luis,Garcia,78.0,Medellín,2024-03-11 22:03:19.849962496,Premium,,Medio uso,Adulto Mayor
12926,7.680000000000001,7,4,Sofia,Ramirez,75.0,Medellín,2024-03-12 04:37:37.764441112,Basico,,Medio uso,Adulto Mayor
12927,16.63,8,4,Carlos,Ramirez,48.0,Bogotá,2024-03-12 11:11:55.678919736,Basico,,Medio uso,Adulto
12928,47.81,3,8,Carlos,Lopez,44.0,Bogotá,2024-03-12 17:46:13.593398352,Basico,"1,72869E+18",Medio uso,Adulto
12929,24.43,7,4,Sofia,Garcia,29.0,,2024-03-13 00:20:31.507876976,Premium,"1,71988E+18",Medio uso,Joven
12930,35.029999999999994,4,5,Ana,Garcia,63.0,Bogotá,2024-03-13 06:54:49.422355592,Basico,,Medio uso,Adulto Mayor
12931,14.309999999999999,1,5,Mariana,Garcia,48.0,Medellín,2024-03-13 13:29:07.336834216,Basico,,Medio uso,Adulto
12932,34.2,7,5,Sofia,Gomez,49.0,CDMX,2024-03-13 20:03:25.251312832,Basico,,Medio uso,Adulto
12933,34.53,7,9,Mariana,Ramirez,49.0,CDMX,2024-03-14 02:37:43.165791448,Basico,,Medio uso,Adulto
12934,7.71,6,2,Mateo,Garcia,58.0,MTY,2024-03-14 09:12:01.080270072,Basico,,Medio uso,Adulto
12935,2.9,4,1,Carlos,Gomez,76.0,Bogotá,2024-03-14 15:46:18.994748688,Basico,,Bajo uso,Adulto Mayor
12936,130.84,3,2,Mariana,Lopez,62.0,Cali,2024-03-14 22:20:36.909227312,Premium,"1,72169E+18",Bajo uso,Adulto Mayor
12937,13.05,2,3,Luis,Garcia,52.0,MTY,2024-03-15 04:54:54.823705928,Basico,,Bajo uso,Adulto
12938,5.6499999999999995,4,2,Mariana,Garcia,70.0,MTY,2024-03-15 11:29:12.738184552,Basico,,Bajo uso,Adulto Mayor
12939,28.190000000000005,3,7,Mateo,Gomez,78.0,GDL,2024-03-15 18:03:30.652663168,Basico,,Medio uso,Adulto Mayor
12940,30.28,4,5,Carlos,Ramirez,63.0,GDL,2024-03-16 00:37:48.567141792,Premium,,Medio uso,Adulto Mayor
12941,23.91,2,5,Sofia,Lopez,38.0,,2024-03-16 07:12:06.481620408,Basico,,Medio uso,Adulto
12942,1.26,6,2,Mateo,Garcia,27.0,Medellín,2024-03-16 13:46:24.396099032,Premium,,Medio uso,Joven
12943,1.71,2,1,Carlos,Ramirez,33.0,CDMX,2024-03-16 20:20:42.310577648,Basico,,Bajo uso,Adulto
12944,14.799999999999999,4,2,Mariana,Lopez,24.0,Medellín,2024-03-17 02:55:00.225056272,Premium,,Bajo uso,Joven
12945,4.74,6,3,Ana,Torres,21.0,Medellín,2024-03-17 09:29:18.139534888,Basico,,Medio uso,Joven
12946,28.57,7,3,Ana,Torres,44.0,Medellín,2024-03-17 16:03:36.054013504,Basico,,Medio uso,Adulto
12947,2.84,4,3,Luis,Lopez,69.0,CDMX,2024-03-17 22:37:53.968492128,Premium,,Bajo uso,Adulto Mayor
12948,55.57000000000001,5,9,Carlos,Gomez,72.0,Bogotá,2024-03-18 05:12:11.882970744,Premium,,Medio uso,Adulto Mayor
12949,42.32000000000001,7,5,Ana,Lopez,42.0,CDMX,2024-03-18 11:46:29.797449368,Premium,,Medio uso,Adulto
12950,13.36,6,2,Sofia,Lopez,48.0,Cali,2024-03-18 18:20:47.711927984,Premium,,Medio uso,Adulto
12951,7.890000000000001,7,3,Carlos,Gomez,28.0,Medellín,2024-03-19 00:55:05.626406608,Basico,,Medio uso,Joven
12952,4.18,12,2,Sofia,Gomez,65.0,Bogotá,2024-03-19 07:29:23.540885224,Basico,,Alto uso,Adulto Mayor
12953,37.64,4,5,Sofia,Ramirez,37.0,MTY,2024-03-19 14:03:41.455363848,Basico,,Medio uso,Adulto
12954,17.110000000000003,2,7,Ana,Ramirez,53.0,GDL,2024-03-19 20:37:59.369842464,Premium,,Medio uso,Adulto
12955,26.659999999999997,7,4,Carlos,Gomez,71.0,CDMX,2024-03-20 03:12:17.284321088,Basico,"1,72956E+18",Medio uso,Adulto Mayor
12956,1.68,6,2,Mariana,Torres,71.0,,2024-03-20 09:46:35.198799704,Premium,,Medio uso,Adulto Mayor
12957,7.28,4,3,Mateo,Torres,72.0,GDL,2024-03-20 16:20:53.113278320,Basico,,Bajo uso,Adulto Mayor
12958,36.41,5,8,Ana,Lopez,47.0,CDMX,2024-03-20 22:55:11.027756944,Premium,,Medio uso,Adulto
12959,33.06,4,4,Ana,Garcia,34.0,,2024-03-21 05:29:28.942235560,Basico,,Bajo uso,Adulto
12960,14.32,4,1,Mariana,Lopez,62.0,Bogotá,2024-03-21 12:03:46.856714184,Basico,,Bajo uso,Adulto Mayor
12961,146.92,8,4,Carlos,Lopez,28.0,Cali,2024-03-21 18:38:04.771192800,Premium,,Medio uso,Joven
12962,9.24,5,4,Carlos,Garcia,47.0,CDMX,2024-03-22 01:12:22.685671424,Basico,,Medio uso,Adulto
12963,29.939999999999998,4,7,Sofia,Gomez,52.0,Bogotá,2024-03-22 07:46:40.600150040,Premium,,Medio uso,Adulto
12964,9.92,3,1,Mariana,Torres,58.0,MTY,2024-03-22 14:20:58.514628664,Premium,"1,72212E+18",Bajo uso,Adulto
12965,36.82,5,6,Mariana,Lopez,55.0,Cali,2024-03-22 20:55:16.429107280,Basico,,Medio uso,Adulto
12966,0.28,8,1,Carlos,Garcia,39.0,CDMX,2024-03-23 03:29:34.343585904,Premium,,Medio uso,Adulto
12967,31.83,7,7,Sofia,Ramirez,70.0,Bogotá,2024-03-23 10:03:52.258064520,Premium,,Medio uso,Adulto Mayor
12968,24.92,7,4,Ana,Lopez,60.0,Cali,2024-03-23 16:38:10.172543136,Basico,"1,72083E+18",Medio uso,Adulto Mayor
12969,3.5,8,1,Luis,Torres,65.0,Bogotá,2024-03-23 23:12:28.087021760,Basico,,Medio uso,Adulto Mayor
12970,12.049999999999999,8,4,Mateo,Gomez,68.0,Bogotá,2024-03-24 05:46:46.001500376,Basico,,Medio uso,Adulto Mayor
12971,6.9799999999999995,2,3,Ana,Lopez,44.0,CDMX,2024-03-24 12:21:03.915979000,Premium,"1,72679E+18",Bajo uso,Adulto
12972,19.94,6,6,Carlos,Lopez,54.0,CDMX,2024-03-24 18:55:21.830457616,Premium,,Medio uso,Adulto
12973,23.7,5,5,Mateo,Garcia,63.0,Medellín,2024-03-25 01:29:39.744936240,Basico,,Medio uso,Adulto Mayor
12974,16.330000000000002,2,5,Luis,Ramirez,66.0,Medellín,2024-03-25 08:03:57.659414856,Basico,,Medio uso,Adulto Mayor
12975,11.969999999999999,6,4,Luis,Ramirez,52.0,,2024-03-25 14:38:15.573893480,Basico,"1,72956E+18",Medio uso,Adulto
12976,31.18,4,10,Sofia,Gomez,21.0,Medellín,2024-03-25 21:12:33.488372096,Basico,,Alto uso,Joven
12977,63.699999999999996,5,7,Mateo,Torres,33.0,Bogotá,2024-03-26 03:46:51.402850720,Premium,,Medio uso,Adulto
12978,33.43,3,5,Sofia,Gomez,33.0,,2024-03-26 10:21:09.317329336,Premium,,Medio uso,Adulto
12979,38.02,9,9,Ana,Lopez,38.0,CDMX,2024-03-26 16:55:27.231807952,Basico,,Medio uso,Adulto
12980,6.27,5,3,Mariana,Lopez,43.0,Bogotá,2024-03-26 23:29:45.146286576,Premium,,Medio uso,Adulto
12981,12.48,9,3,Mariana,Ramirez,74.0,GDL,2024-03-27 06:04:03.060765192,Basico,,Medio uso,Adulto Mayor
12982,8.790000000000001,8,3,Mariana,Torres,53.0,CDMX,2024-03-27 12:38:20.975243816,Basico,"1,71841E+18",Medio uso,Adulto
12983,11.44,6,4,Mateo,Garcia,36.0,Cali,2024-03-27 19:12:38.889722432,Basico,,Medio uso,Adulto
12984,26.029999999999998,4,4,Mariana,Torres,75.0,Bogotá,2024-03-28 01:46:56.804201056,Basico,,Bajo uso,Adulto Mayor
12985,6.61,6,2,Ana,Lopez,34.0,Bogotá,2024-03-28 08:21:14.718679672,Premium,,Medio uso,Adulto
12986,24.599999999999998,10,5,Sofia,Garcia,62.0,Bogotá,2024-03-28 14:55:32.633158296,Basico,,Alto uso,Adulto Mayor
12987,61.35000000000001,6,9,Mateo,Torres,43.0,Bogotá,2024-03-28 21:29:50.547636912,Basico,"1,73102E+18",Medio uso,Adulto
12988,12.93,5,4,Sofia,Torres,39.0,CDMX,2024-03-29 04:04:08.462115536,Basico,,Medio uso,Adulto
12989,4.62,4,1,Mateo,Garcia,72.0,Medellín,2024-03-29 10:38:26.376594152,Basico,,Bajo uso,Adulto Mayor
12990,13.51,6,4,Sofia,Lopez,75.0,Bogotá,2024-03-29 17:12:44.291072776,Basico,,Medio uso,Adulto Mayor
12991,28.509999999999998,4,5,Luis,Torres,47.0,Cali,2024-03-29 23:47:02.205551392,Basico,,Medio uso,Adulto
12992,33.059999999999995,7,5,Sofia,Garcia,73.0,GDL,2024-03-30 06:21:20.120030008,Premium,,Medio uso,Adulto Mayor
12993,3.9299999999999997,3,2,Mariana,Lopez,45.0,GDL,2024-03-30 12:55:38.034508632,Premium,,Bajo uso,Adulto
12994,21.949999999999996,7,6,Luis,Garcia,18.0,Medellín,2024-03-30 19:29:55.948987248,Basico,"1,73439E+18",Medio uso,Joven
12995,17.05,3,5,Sofia,Garcia,61.0,Cali,2024-03-31 02:04:13.863465872,Premium,,Medio uso,Adulto Mayor
12996,24.540000000000003,5,7,Mateo,Torres,53.0,Bogotá,2024-03-31 08:38:31.777944488,Basico,,Medio uso,Adulto
12997,25.950000000000003,8,7,Mateo,Lopez,60.0,Medellín,2024-03-31 15:12:49.692423112,Basico,,Medio uso,Adulto Mayor
12998,23.94,8,4,Mateo,Torres,54.0,,2024-03-31 21:47:07.606901728,Basico,,Medio uso,Adulto
12999,33.239999999999995,6,7,Carlos,Gomez,19.0,,2024-04-01 04:21:25.521380352,Basico,,Medio uso,Joven
13000,40.51,2,6,Ana,Gomez,34.0,Medellín,2024-04-01 10:55:43.435858968,Premium,,Medio uso,Adulto
13001,2.96,7,2,Mateo,Lopez,57.0,Medellín,2024-04-01 17:30:01.350337592,Basico,,Medio uso,Adulto
13002,0.0,8,0,Luis,Garcia,55.0,GDL,2024-04-02 00:04:19.264816208,Premium,,Medio uso,Adulto
13003,15.899999999999999,8,4,Mateo,Torres,38.0,Cali,2024-04-02 06:38:37.179294824,Basico,,Medio uso,Adulto
13004,20.18,8,4,Carlos,Torres,78.0,Bogotá,2024-04-02 13:12:55.093773448,Basico,,Medio uso,Adulto Mayor
13005,14.66,5,4,Mariana,Lopez,26.0,,2024-04-02 19:47:13.008252064,Premium,,Medio uso,Joven
13006,12.73,2,4,Luis,Lopez,30.0,CDMX,2024-04-03 02:21:30.922730688,Basico,,Bajo uso,Adulto
13007,15.999999999999998,6,6,Carlos,Gomez,28.0,Bogotá,2024-04-03 08:55:48.837209304,Basico,,Medio uso,Joven
13008,8.5,3,2,Mariana,Ramirez,78.0,Bogotá,2024-04-03 15:30:06.751687928,Basico,,Bajo uso,Adulto Mayor
13009,19.5,4,3,Luis,Lopez,33.0,Bogotá,2024-04-03 22:04:24.666166544,Basico,,Bajo uso,Adulto
13010,35.58,3,6,Sofia,Ramirez,33.0,GDL,2024-04-04 04:38:42.580645168,Premium,,Medio uso,Adulto
13011,28.5,1,6,Ana,Lopez,76.0,Bogotá,2024-04-04 11:13:00.495123784,Basico,,Medio uso,Adulto Mayor
13012,39.74,6,5,Ana,Garcia,19.0,Cali,2024-04-04 17:47:18.409602408,Basico,,Medio uso,Joven
13013,13.37,4,1,Carlos,Garcia,59.0,Medellín,2024-04-05 00:21:36.324081024,Premium,,Bajo uso,Adulto
13014,12.240000000000002,5,4,Mariana,Gomez,61.0,GDL,2024-04-05 06:55:54.238559640,Basico,"1,7185E+18",Medio uso,Adulto Mayor
13015,13.08,6,5,Ana,Gomez,25.0,Medellín,2024-04-05 13:30:12.153038264,Basico,,Medio uso,Joven
13016,27.49,7,6,Mariana,Ramirez,60.0,GDL,2024-04-05 20:04:30.067516880,Basico,,Medio uso,Adulto Mayor
13017,58.64,6,6,Mariana,Lopez,79.0,CDMX,2024-04-06 02:38:47.981995504,Basico,"1,73154E+18",Medio uso,Adulto Mayor
13018,49.22,4,4,Carlos,Torres,59.0,Medellín,2024-04-06 09:13:05.896474120,Basico,,Bajo uso,Adulto
13019,25.17,7,4,Carlos,Gomez,30.0,Cali,2024-04-06 15:47:23.810952744,Basico,,Medio uso,Adulto
13020,11.680000000000001,8,4,Carlos,Torres,74.0,Bogotá,2024-04-06 22:21:41.725431360,Premium,,Medio uso,Adulto Mayor
13021,12.990000000000002,8,6,Ana,Torres,34.0,Bogotá,2024-04-07 04:55:59.639909984,Basico,,Medio uso,Adulto
13022,29.94,3,7,Carlos,Lopez,56.0,MTY,2024-04-07 11:30:17.554388600,Basico,,Medio uso,Adulto
13023,6.84,4,2,Ana,Ramirez,41.0,Bogotá,2024-04-07 18:04:35.468867224,Basico,,Bajo uso,Adulto
13024,62.349999999999994,2,7,Carlos,Lopez,20.0,CDMX,2024-04-08 00:38:53.383345840,Basico,,Medio uso,Joven
13025,20.919999999999998,6,4,Mateo,Gomez,47.0,,2024-04-08 07:13:11.297824464,Premium,,Medio uso,Adulto
13026,11.35,7,1,Mariana,Torres,69.0,Cali,2024-04-08 13:47:29.212303080,Basico,,Medio uso,Adulto Mayor
13027,22.91,7,3,Carlos,Lopez,30.0,Medellín,2024-04-08 20:21:47.126781696,Basico,,Medio uso,Adulto
13028,53.66,10,7,Luis,Lopez,36.0,Bogotá,2024-04-09 02:56:05.041260320,Basico,,Alto uso,Adulto
13029,3.66,6,3,Mariana,Lopez,24.0,Cali,2024-04-09 09:30:22.955738936,Basico,,Medio uso,Joven
13030,16.47,1,2,Mariana,Gomez,26.0,Bogotá,2024-04-09 16:04:40.870217560,Premium,"1,72912E+18",Bajo uso,Joven
13031,34.06,2,5,Carlos,Ramirez,36.0,GDL,2024-04-09 22:38:58.784696176,Basico,"1,72074E+18",Medio uso,Adulto
13032,51.69,10,6,Sofia,Lopez,62.0,CDMX,2024-04-10 05:13:16.699174800,Basico,,Alto uso,Adulto Mayor
13033,23.5,9,4,Carlos,Gomez,71.0,Medellín,2024-04-10 11:47:34.613653416,Basico,,Medio uso,Adulto Mayor
13034,12.89,5,5,Mariana,Torres,57.0,,2024-04-10 18:21:52.528132040,Basico,,Medio uso,Adulto
13036,25.72,7,4,Mariana,Gomez,35.0,GDL,2024-04-11 07:30:28.357089280,Basico,,Medio uso,Adulto
13037,42.17,6,10,Luis,Garcia,78.0,Bogotá,2024-04-11 14:04:46.271567896,Premium,,Alto uso,Adulto Mayor
13038,28.009999999999998,6,5,Ana,Lopez,40.0,Cali,2024-04-11 20:39:04.186046512,Basico,,Medio uso,Adulto
13039,32.61,3,4,Mateo,Lopez,19.0,GDL,2024-04-12 03:13:22.100525136,Premium,,Bajo uso,Joven
13040,26.29,6,4,Mariana,Gomez,67.0,GDL,2024-04-12 09:47:40.015003752,Basico,,Medio uso,Adulto Mayor
13041,11.59,4,3,Carlos,Garcia,67.0,Medellín,2024-04-12 16:21:57.929482376,Premium,,Bajo uso,Adulto Mayor
13042,47.050000000000004,4,10,Ana,Lopez,28.0,Bogotá,2024-04-12 22:56:15.843960992,Basico,,Alto uso,Joven
13043,22.02,4,5,Mateo,Torres,48.0,CDMX,2024-04-13 05:30:33.758439616,Premium,"1,72886E+18",Medio uso,Adulto
13044,32.71,5,6,Carlos,Ramirez,50.0,CDMX,2024-04-13 12:04:51.672918232,Basico,,Medio uso,Adulto
13045,96.88,5,12,Sofia,Ramirez,31.0,Medellín,2024-04-13 18:39:09.587396856,Basico,"1,72014E+18",Alto uso,Adulto
13046,6.81,7,1,Carlos,Lopez,33.0,Bogotá,2024-04-14 01:13:27.501875472,Premium,,Medio uso,Adulto
13047,25.26,7,3,Luis,Garcia,28.0,,2024-04-14 07:47:45.416354096,Basico,,Medio uso,Joven
13048,8.47,7,3,Luis,Lopez,50.0,Medellín,2024-04-14 14:22:03.330832720,Basico,,Medio uso,Adulto
13049,12.93,6,3,Sofia,Garcia,79.0,CDMX,2024-04-14 20:56:21.245311328,Basico,,Medio uso,Adulto Mayor
13050,6.43,11,1,Ana,Torres,24.0,Bogotá,2024-04-15 03:30:39.159789952,Basico,,Alto uso,Joven
13051,21.42,4,6,Mateo,Garcia,48.0,Bogotá,2024-04-15 10:04:57.074268576,Basico,,Medio uso,Adulto
13052,9.3,8,4,Carlos,Lopez,78.0,CDMX,2024-04-15 16:39:14.988747184,Basico,,Medio uso,Adulto Mayor
13053,17.01,9,5,Luis,Torres,65.0,,2024-04-15 23:13:32.903225808,Basico,,Medio uso,Adulto Mayor
13054,12.379999999999999,3,3,Ana,Gomez,79.0,Cali,2024-04-16 05:47:50.817704432,Basico,,Bajo uso,Adulto Mayor
13055,42.89,8,5,Sofia,Ramirez,63.0,GDL,2024-04-16 12:22:08.732183056,Basico,,Medio uso,Adulto Mayor
13056,33.199999999999996,9,3,Mariana,Lopez,64.0,GDL,2024-04-16 18:56:26.646661664,Basico,,Medio uso,Adulto Mayor
13057,6.89,5,3,Luis,Lopez,31.0,CDMX,2024-04-17 01:30:44.561140288,Basico,"1,72463E+18",Medio uso,Adulto
13058,3.71,5,2,Sofia,Lopez,45.0,GDL,2024-04-17 08:05:02.475618912,Premium,,Medio uso,Adulto
13059,4.9399999999999995,4,2,Carlos,Torres,70.0,Bogotá,2024-04-17 14:39:20.390097536,Basico,,Bajo uso,Adulto Mayor
13060,0.0,7,0,Mateo,Gomez,60.0,Bogotá,2024-04-17 21:13:38.304576144,Premium,,Medio uso,Adulto Mayor
13061,26.35,10,4,Luis,Garcia,33.0,,2024-04-18 03:47:56.219054768,Premium,,Alto uso,Adulto
13062,23.6,6,5,Luis,Gomez,36.0,CDMX,2024-04-18 10:22:14.133533392,Premium,,Medio uso,Adulto
13063,10.56,2,3,Carlos,Torres,34.0,Bogotá,2024-04-18 16:56:32.048012000,Premium,,Bajo uso,Adulto
13064,19.009999999999998,6,3,Mariana,Lopez,76.0,,2024-04-18 23:30:49.962490624,Premium,,Medio uso,Adulto Mayor
13065,8.61,6,6,Ana,Ramirez,43.0,Bogotá,2024-04-19 06:05:07.876969248,Basico,,Medio uso,Adulto
13066,34.96,5,5,Mateo,Lopez,23.0,CDMX,2024-04-19 12:39:25.791447872,Basico,,Medio uso,Joven
13067,6.58,3,2,Luis,Garcia,60.0,GDL,2024-04-19 19:13:43.705926480,Basico,"1,73483E+18",Bajo uso,Adulto Mayor
13068,3.91,9,2,Mateo,Ramirez,66.0,MTY,2024-04-20 01:48:01.620405104,Premium,,Medio uso,Adulto Mayor
13069,48.36,1,9,Luis,Lopez,26.0,,2024-04-20 08:22:19.534883728,Premium,"1,7286E+18",Medio uso,Joven
13070,43.57,4,7,Mateo,Ramirez,67.0,,2024-04-20 14:56:37.449362352,Premium,,Medio uso,Adulto Mayor
13071,27.25,3,6,Sofia,Gomez,34.0,,2024-04-20 21:30:55.363840960,Premium,,Medio uso,Adulto
13072,23.03,8,4,Luis,Torres,48.0,Cali,2024-04-21 04:05:13.278319584,Premium,,Medio uso,Adulto
13073,6.81,3,3,Mateo,Lopez,29.0,MTY,2024-04-21 10:39:31.192798208,Basico,,Bajo uso,Joven
13074,23.749999999999996,3,5,Ana,Garcia,40.0,,2024-04-21 17:13:49.107276816,Basico,,Medio uso,Adulto
13075,34.0,7,4,Sofia,Gomez,71.0,,2024-04-21 23:48:07.021755440,Basico,,Medio uso,Adulto Mayor
13076,34.69,6,8,Sofia,Lopez,71.0,MTY,2024-04-22 06:22:24.936234064,Basico,,Medio uso,Adulto Mayor
13077,9.02,5,3,Ana,Gomez,79.0,GDL,2024-04-22 12:56:42.850712688,Basico,,Medio uso,Adulto Mayor
13078,64.09,3,6,Mateo,Garcia,22.0,Bogotá,2024-04-22 19:31:00.765191296,Basico,,Medio uso,Joven
13079,26.19,6,3,Carlos,Lopez,60.0,GDL,2024-04-23 02:05:18.679669920,Premium,,Medio uso,Adulto Mayor
13080,35.7,4,4,Ana,Garcia,53.0,CDMX,2024-04-23 08:39:36.594148544,Basico,,Bajo uso,Adulto
13081,22.810000000000002,7,7,Mateo,Ramirez,76.0,,2024-04-23 15:13:54.508627168,Premium,,Medio uso,Adulto Mayor
13082,16.619999999999997,7,5,Ana,Garcia,53.0,,2024-04-23 21:48:12.423105776,Basico,,Medio uso,Adulto
13083,40.9,2,7,Ana,Ramirez,20.0,CDMX,2024-04-24 04:22:30.337584400,Basico,,Medio uso,Joven
13084,45.089999999999996,7,5,Luis,Lopez,75.0,Bogotá,2024-04-24 10:56:48.252063024,Premium,"1,73483E+18",Medio uso,Adulto Mayor
13085,20.81,5,3,Mateo,Ramirez,41.0,Cali,2024-04-24 17:31:06.166541632,Premium,,Medio uso,Adulto
13086,31.48,4,4,Carlos,Lopez,72.0,Medellín,2024-04-25 00:05:24.081020256,Basico,,Bajo uso,Adulto Mayor
13087,7.0600000000000005,6,3,Luis,Lopez,74.0,MTY,2024-04-25 06:39:41.995498880,Basico,,Medio uso,Adulto Mayor
13088,38.24,4,8,Ana,Torres,34.0,Medellín,2024-04-25 13:13:59.909977504,Basico,,Medio uso,Adulto
